slug,status,canonical
square-power,canonical,square-power
square-radical,canonical,square-radical
square-round-corner,canonical,square-round-corner
square-scissors,canonical,square-scissors
square-sigma,canonical,square-sigma
square-slash,canonical,square-slash
square-split-horizontal,canonical,square-split-horizontal
square-split-vertical,canonical,square-split-vertical
square-square,canonical,square-square
square-stack,canonical,square-stack
square-star,canonical,square-star
square-stop,canonical,square-stop
square-terminal,canonical,square-terminal
square-user-round,canonical,square-user-round
square-user,canonical,square-user
square-x,canonical,square-x
square,canonical,square
squares-exclude,canonical,squares-exclude
squares-intersect,canonical,squares-intersect
squares-subtract,canonical,squares-subtract
squares-unite,canonical,squares-unite
squircle-dashed,canonical,squircle-dashed
squircle,canonical,squircle
squirrel,canonical,squirrel
stamp,canonical,stamp
star-check,canonical,star-check
star-half,canonical,star-half
star-minus,canonical,star-minus
star-off,canonical,star-off
star-plus,canonical,star-plus
star-x,canonical,star-x
star,canonical,star
stars,deprecated,sparkles
step-back,canonical,step-back
step-forward,canonical,step-forward
stethoscope,canonical,stethoscope
sticker,canonical,sticker
sticky-note-check,canonical,sticky-note-check
sticky-note-minus,canonical,sticky-note-minus
sticky-note-off,canonical,sticky-note-off
sticky-note-plus,canonical,sticky-note-plus
sticky-note-x,canonical,sticky-note-x
sticky-note,canonical,sticky-note
sticky-notes,canonical,sticky-notes
stone,canonical,stone
stop-circle,deprecated,circle-stop
store,canonical,store
stretch-horizontal,canonical,stretch-horizontal
stretch-vertical,canonical,stretch-vertical
strikethrough,canonical,strikethrough
subscript,canonical,subscript
subtitles,deprecated,captions
summary,canonical,summary
sun-dim,canonical,sun-dim
sun-medium,canonical,sun-medium
sun-moon,canonical,sun-moon
sun-snow,canonical,sun-snow
sun,canonical,sun
sunrise,canonical,sunrise
sunset,canonical,sunset
superscript,canonical,superscript
swatch-book,canonical,swatch-book
swiss-franc,canonical,swiss-franc
switch-camera,canonical,switch-camera
sword,canonical,sword
swords,canonical,swords
syringe,canonical,syringe
table-2,canonical,table-2
table-cells-merge,canonical,table-cells-merge
table-cells-split,canonical,table-cells-split
table-columns-split,canonical,table-columns-split
table-config,deprecated,columns-3-cog
table-of-contents,canonical,table-of-contents
table-properties,canonical,table-properties
table-rows-split,canonical,table-rows-split
table,canonical,table
tablet-smartphone,canonical,tablet-smartphone
tablet,canonical,tablet
tablets,canonical,tablets
tag-plus,canonical,tag-plus
tag-x,canonical,tag-x
tag,canonical,tag
tags,canonical,tags
tally-1,canonical,tally-1
tally-2,canonical,tally-2
tally-3,canonical,tally-3
tally-4,canonical,tally-4
tally-5,canonical,tally-5
tangent,canonical,tangent
target,canonical,target
telescope,canonical,telescope
tent-tree,canonical,tent-tree
tent,canonical,tent
terminal-square,deprecated,square-terminal
terminal,canonical,terminal
test-tube-2,deprecated,test-tube-diagonal
test-tube-diagonal,canonical,test-tube-diagonal
test-tube,canonical,test-tube
test-tubes,canonical,test-tubes
text-align-center,canonical,text-align-center
text-align-end,canonical,text-align-end
text-align-justify,canonical,text-align-justify
text-align-start,canonical,text-align-start
text-cursor-input,canonical,text-cursor-input
text-cursor,canonical,text-cursor
text-initial,canonical,text-initial
text-quote,canonical,text-quote
text-search,canonical,text-search
text-select,deprecated,square-dashed-text
text-selection,deprecated,square-dashed-text
text-wrap,canonical,text-wrap
text,deprecated,text-align-start
theater,canonical,theater
thermometer-snowflake,canonical,thermometer-snowflake
thermometer-sun,canonical,thermometer-sun
thermometer,canonical,thermometer
thumbs-down,canonical,thumbs-down
thumbs-up,canonical,thumbs-up
ticket-check,canonical,ticket-check
ticket-minus,canonical,ticket-minus
ticket-percent,canonical,ticket-percent
ticket-plus,canonical,ticket-plus
ticket-slash,canonical,ticket-slash
ticket-x,canonical,ticket-x
ticket,canonical,ticket
tickets-plane,canonical,tickets-plane
tickets,canonical,tickets
timeline,canonical,timeline
timer-off,canonical,timer-off
timer-reset,canonical,timer-reset
timer,canonical,timer
toggle-left,canonical,toggle-left
toggle-right,canonical,toggle-right
toilet,canonical,toilet
tool-case,canonical,tool-case
toolbox,canonical,toolbox
tornado,canonical,tornado
torus,canonical,torus
touchpad-off,canonical,touchpad-off
touchpad,canonical,touchpad
towel-rack,canonical,towel-rack
tower-control,canonical,tower-control
toy-brick,canonical,toy-brick
tractor,canonical,tractor
traffic-cone,canonical,traffic-cone
train-front-tunnel,canonical,train-front-tunnel
train-front,canonical,train-front
train-track,canonical,train-track
train,deprecated,tram-front
tram-front,canonical,tram-front
transgender,canonical,transgender
trash-2,canonical,trash-2
trash,canonical,trash
tree-deciduous,canonical,tree-deciduous
tree-palm,canonical,tree-palm
tree-pine,canonical,tree-pine
trees,canonical,trees
trending-down,canonical,trending-down
trending-up-down,canonical,trending-up-down
trending-up,canonical,trending-up
triangle-alert,canonical,triangle-alert
triangle-dashed,canonical,triangle-dashed
triangle-right,canonical,triangle-right
triangle,canonical,triangle
trophy,canonical,trophy
truck-electric,canonical,truck-electric
truck,canonical,truck
turkish-lira,canonical,turkish-lira
turntable,canonical,turntable
turtle,canonical,turtle
tv-2,deprecated,tv-minimal
tv-minimal-play,canonical,tv-minimal-play
tv-minimal,canonical,tv-minimal
tv,canonical,tv
type-outline,canonical,type-outline
type,canonical,type
umbrella-off,canonical,umbrella-off
umbrella,canonical,umbrella
underline,canonical,underline
undo-2,canonical,undo-2
undo-dot,canonical,undo-dot
undo,canonical,undo
unfold-horizontal,canonical,unfold-horizontal
unfold-vertical,canonical,unfold-vertical
ungroup,canonical,ungroup
university,canonical,university
unlink-2,canonical,unlink-2
unlink,canonical,unlink
unlock-keyhole,deprecated,lock-keyhole-open
unlock,deprecated,lock-open
unplug,canonical,unplug
upload-cloud,deprecated,cloud-upload
upload,canonical,upload
usb,canonical,usb
user-2,deprecated,user-round
user-check-2,deprecated,user-round-check
user-check,canonical,user-check
user-circle-2,deprecated,circle-user-round
user-circle,deprecated,circle-user
user-cog-2,deprecated,user-round-cog
user-cog,canonical,user-cog
user-key,canonical,user-key
user-lock,canonical,user-lock
user-minus-2,deprecated,user-round-minus
user-minus,canonical,user-minus
user-pen,canonical,user-pen
user-plus-2,deprecated,user-round-plus
user-plus,canonical,user-plus
user-round-arrow-left,canonical,user-round-arrow-left
user-round-check,canonical,user-round-check
user-round-cog,canonical,user-round-cog
user-round-key,canonical,user-round-key
user-round-minus,canonical,user-round-minus
user-round-pen,canonical,user-round-pen
user-round-plus,canonical,user-round-plus
user-round-search,canonical,user-round-search
user-round-x,canonical,user-round-x
user-round,canonical,user-round
user-search,canonical,user-search
user-shield,canonical,user-shield
user-square-2,deprecated,square-user-round
user-square,deprecated,square-user
user-star,canonical,user-star
user-x-2,deprecated,user-round-x
user-x,canonical,user-x
user,canonical,user
users-2,deprecated,users-round
users-round,canonical,users-round
users,canonical,users
utensils-crossed,canonical,utensils-crossed
utensils,canonical,utensils
utility-pole,canonical,utility-pole
van,canonical,van
variable,canonical,variable
vault,canonical,vault
vector-square,canonical,vector-square
vegan,canonical,vegan
venetian-mask,canonical,venetian-mask
venus-and-mars,canonical,venus-and-mars
venus,canonical,venus
verified,deprecated,badge-check
vibrate-off,canonical,vibrate-off
vibrate,canonical,vibrate
video-off,canonical,video-off
video,canonical,video
videotape,canonical,videotape
view,canonical,view
voicemail,canonical,voicemail
volleyball,canonical,volleyball
volume-1,canonical,volume-1
volume-2,canonical,volume-2
volume-off,canonical,volume-off
volume-x,canonical,volume-x
volume,canonical,volume
vote,canonical,vote
wallet-2,deprecated,wallet-minimal
wallet-cards,canonical,wallet-cards
wallet-minimal,canonical,wallet-minimal
wallet,canonical,wallet
wallpaper,canonical,wallpaper
wand-2,deprecated,wand-sparkles
wand-sparkles,canonical,wand-sparkles
wand,canonical,wand
warehouse,canonical,warehouse
washing-machine,canonical,washing-machine
watch,canonical,watch
waves-arrow-down,canonical,waves-arrow-down
waves-arrow-up,canonical,waves-arrow-up
waves-horizontal,canonical,waves-horizontal
waves-ladder,canonical,waves-ladder
waves-vertical,canonical,waves-vertical
waves,deprecated,waves-horizontal
waypoints,canonical,waypoints
webcam-off,canonical,webcam-off
webcam,canonical,webcam
webhook-off,canonical,webhook-off
webhook,canonical,webhook
weight-tilde,canonical,weight-tilde
weight,canonical,weight
wheat-off,canonical,wheat-off
wheat,canonical,wheat
whole-word,canonical,whole-word
wifi-cog,canonical,wifi-cog
wifi-high,canonical,wifi-high
wifi-low,canonical,wifi-low
wifi-off,canonical,wifi-off
wifi-pen,canonical,wifi-pen
wifi-sync,canonical,wifi-sync
wifi-zero,canonical,wifi-zero
wifi,canonical,wifi
wind-arrow-down,canonical,wind-arrow-down
wind,canonical,wind
wine-off,canonical,wine-off
wine,canonical,wine
workflow,canonical,workflow
worm,canonical,worm
wrap-text,deprecated,text-wrap
wrench-off,canonical,wrench-off
wrench,canonical,wrench
x-circle,deprecated,circle-x
x-line-top,canonical,x-line-top
x-octagon,deprecated,octagon-x
x-square,deprecated,square-x
x,canonical,x
zap-off,canonical,zap-off
zap,canonical,zap
zodiac-aquarius,canonical,zodiac-aquarius
zodiac-aries,canonical,zodiac-aries
zodiac-cancer,canonical,zodiac-cancer
zodiac-capricorn,canonical,zodiac-capricorn
zodiac-gemini,canonical,zodiac-gemini
zodiac-leo,canonical,zodiac-leo
zodiac-libra,canonical,zodiac-libra
zodiac-ophiuchus,canonical,zodiac-ophiuchus
zodiac-pisces,canonical,zodiac-pisces
zodiac-sagittarius,canonical,zodiac-sagittarius
zodiac-scorpio,canonical,zodiac-scorpio
zodiac-taurus,canonical,zodiac-taurus
zodiac-virgo,canonical,zodiac-virgo
zoom-in,canonical,zoom-in
zoom-out,canonical,zoom-out
